7.1370 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x16CFEE50>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=1, size=array([1280, 1024]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
172.1270 	EXP 	X_or_Y: autoDraw = False
172.1270 	EXP 	Gray_Square3: autoDraw = True
172.1270 	EXP 	text_3: autoDraw = True
174.0666 	EXP 	Gray_Square3: autoDraw = False
174.0666 	EXP 	text_3: autoDraw = False
174.0666 	EXP 	Gray_Square3: autoDraw = False
174.0666 	EXP 	text_3: autoDraw = False
174.0666 	EXP 	T1_text: text = 'Y'
174.0666 	EXP 	T2_text: text = '1'
174.0666 	EXP 	Gray_Square: autoDraw = True
174.0666 	EXP 	T1_text: autoDraw = True
174.1664 	EXP 	T1_text: autoDraw = False
174.1835 	EXP 	T1_Delay: autoDraw = True
174.9697 	EXP 	T1_Delay: autoDraw = False
174.9697 	EXP 	T2_text: autoDraw = True
175.4712 	DATA 	Keypress: z
175.4768 	EXP 	New trial (rep=43, index=0): None
175.4870 	EXP 	Gray_Square: autoDraw = False
175.4870 	EXP 	T1_text: autoDraw = False
175.4870 	EXP 	T1_Delay: autoDraw = False
175.4870 	EXP 	T2_text: autoDraw = False
175.4870 	EXP 	Gray_Square2: autoDraw = False
175.4870 	EXP 	X_or_Y: autoDraw = False
175.4870 	EXP 	Gray_Square3: autoDraw = True
175.4870 	EXP 	text_3: autoDraw = True
176.8589 	EXP 	Gray_Square3: autoDraw = False
176.8589 	EXP 	text_3: autoDraw = False
176.8589 	EXP 	Gray_Square3: autoDraw = False
176.8589 	EXP 	text_3: autoDraw = False
176.8589 	EXP 	T1_text: text = '#'
176.8589 	EXP 	T2_text: text = '1'
176.8589 	EXP 	Gray_Square: autoDraw = True
176.8589 	EXP 	T1_text: autoDraw = True
176.9580 	EXP 	T1_text: autoDraw = False
176.9754 	EXP 	T1_Delay: autoDraw = True
177.7601 	EXP 	T1_Delay: autoDraw = False
177.7601 	EXP 	T2_text: autoDraw = True
178.1786 	DATA 	Keypress: z
178.1843 	EXP 	New trial (rep=44, index=0): None
178.1951 	EXP 	Gray_Square: autoDraw = False
178.1951 	EXP 	T1_text: autoDraw = False
178.1951 	EXP 	T1_Delay: autoDraw = False
178.1951 	EXP 	T2_text: autoDraw = False
178.1951 	EXP 	Gray_Square2: autoDraw = False
178.1951 	EXP 	X_or_Y: autoDraw = False
178.1951 	EXP 	Gray_Square3: autoDraw = True
178.1951 	EXP 	text_3: autoDraw = True
179.6167 	EXP 	Gray_Square3: autoDraw = False
179.6167 	EXP 	text_3: autoDraw = False
179.6167 	EXP 	Gray_Square3: autoDraw = False
179.6167 	EXP 	text_3: autoDraw = False
179.6167 	EXP 	T1_text: text = 'Y'
179.6167 	EXP 	T2_text: text = '1'
179.6167 	EXP 	Gray_Square: autoDraw = True
179.6167 	EXP 	T1_text: autoDraw = True
179.7162 	EXP 	T1_text: autoDraw = False
179.7337 	EXP 	T1_Delay: autoDraw = True
180.5186 	EXP 	T1_Delay: autoDraw = False
180.5186 	EXP 	T2_text: autoDraw = True
180.9711 	DATA 	Keypress: z
180.9767 	EXP 	New trial (rep=45, index=0): None
180.9867 	EXP 	Gray_Square: autoDraw = False
180.9867 	EXP 	T1_text: autoDraw = False
180.9867 	EXP 	T1_Delay: autoDraw = False
180.9867 	EXP 	T2_text: autoDraw = False
180.9867 	EXP 	Gray_Square2: autoDraw = False
180.9867 	EXP 	X_or_Y: autoDraw = False
180.9867 	EXP 	Gray_Square3: autoDraw = True
180.9867 	EXP 	text_3: autoDraw = True
182.1908 	EXP 	Gray_Square3: autoDraw = False
182.1908 	EXP 	text_3: autoDraw = False
182.1908 	EXP 	Gray_Square3: autoDraw = False
182.1908 	EXP 	text_3: autoDraw = False
182.1908 	EXP 	T1_text: text = 'Y'
182.1908 	EXP 	T2_text: text = '2'
182.1908 	EXP 	Gray_Square: autoDraw = True
182.1908 	EXP 	T1_text: autoDraw = True
182.2906 	EXP 	T1_text: autoDraw = False
182.3077 	EXP 	T1_Delay: autoDraw = True
183.0930 	EXP 	T1_Delay: autoDraw = False
183.0930 	EXP 	T2_text: autoDraw = True
183.6456 	DATA 	Keypress: slash
183.6512 	EXP 	New trial (rep=46, index=0): None
183.6613 	EXP 	Gray_Square: autoDraw = False
183.6613 	EXP 	T1_text: autoDraw = False
183.6613 	EXP 	T1_Delay: autoDraw = False
183.6613 	EXP 	T2_text: autoDraw = False
183.6613 	EXP 	Gray_Square2: autoDraw = False
183.6613 	EXP 	X_or_Y: autoDraw = False
183.6613 	EXP 	Gray_Square3: autoDraw = True
183.6613 	EXP 	text_3: autoDraw = True
185.3837 	EXP 	Gray_Square3: autoDraw = False
185.3837 	EXP 	text_3: autoDraw = False
185.3837 	EXP 	Gray_Square3: autoDraw = False
185.3837 	EXP 	text_3: autoDraw = False
185.3837 	EXP 	T1_text: text = '#'
185.3837 	EXP 	T2_text: text = '2'
185.3837 	EXP 	Gray_Square: autoDraw = True
185.3837 	EXP 	T1_text: autoDraw = True
185.4834 	EXP 	T1_text: autoDraw = False
185.5007 	EXP 	T1_Delay: autoDraw = True
186.2866 	EXP 	T1_Delay: autoDraw = False
186.2866 	EXP 	T2_text: autoDraw = True
186.7709 	DATA 	Keypress: slash
186.7765 	EXP 	New trial (rep=47, index=0): None
186.7881 	EXP 	Gray_Square: autoDraw = False
186.7881 	EXP 	T1_text: autoDraw = False
186.7881 	EXP 	T1_Delay: autoDraw = False
186.7881 	EXP 	T2_text: autoDraw = False
186.7881 	EXP 	Gray_Square2: autoDraw = False
186.7881 	EXP 	X_or_Y: autoDraw = False
186.7881 	EXP 	Gray_Square3: autoDraw = True
186.7881 	EXP 	text_3: autoDraw = True
188.4929 	EXP 	Gray_Square3: autoDraw = False
188.4929 	EXP 	text_3: autoDraw = False
188.4929 	EXP 	Gray_Square3: autoDraw = False
188.4929 	EXP 	text_3: autoDraw = False
188.4929 	EXP 	T1_text: text = 'Y'
188.4929 	EXP 	T2_text: text = '2'
188.4929 	EXP 	Gray_Square: autoDraw = True
188.4929 	EXP 	T1_text: autoDraw = True
188.5927 	EXP 	T1_text: autoDraw = False
188.6100 	EXP 	T1_Delay: autoDraw = True
189.3951 	EXP 	T1_Delay: autoDraw = False
189.3951 	EXP 	T2_text: autoDraw = True
189.9637 	DATA 	Keypress: slash
189.9694 	EXP 	New trial (rep=48, index=0): None
189.9810 	EXP 	Gray_Square: autoDraw = False
189.9810 	EXP 	T1_text: autoDraw = False
189.9810 	EXP 	T1_Delay: autoDraw = False
189.9810 	EXP 	T2_text: autoDraw = False
189.9810 	EXP 	Gray_Square2: autoDraw = False
189.9810 	EXP 	X_or_Y: autoDraw = False
189.9810 	EXP 	Gray_Square3: autoDraw = True
189.9810 	EXP 	text_3: autoDraw = True
191.9529 	EXP 	Gray_Square3: autoDraw = False
191.9529 	EXP 	text_3: autoDraw = False
191.9529 	EXP 	Gray_Square3: autoDraw = False
191.9529 	EXP 	text_3: autoDraw = False
191.9529 	EXP 	T1_text: text = '#'
191.9529 	EXP 	T2_text: text = '2'
191.9529 	EXP 	Gray_Square: autoDraw = True
191.9529 	EXP 	T1_text: autoDraw = True
192.0532 	EXP 	T1_text: autoDraw = False
192.0696 	EXP 	T1_Delay: autoDraw = True
192.8718 	EXP 	T1_Delay: autoDraw = False
192.8718 	EXP 	T2_text: autoDraw = True
193.3412 	DATA 	Keypress: slash
193.3468 	EXP 	New trial (rep=49, index=0): None
193.3569 	EXP 	Gray_Square: autoDraw = False
193.3569 	EXP 	T1_text: autoDraw = False
193.3569 	EXP 	T1_Delay: autoDraw = False
193.3569 	EXP 	T2_text: autoDraw = False
193.3569 	EXP 	Gray_Square2: autoDraw = False
193.3569 	EXP 	X_or_Y: autoDraw = False
193.3569 	EXP 	Gray_Square3: autoDraw = True
193.3569 	EXP 	text_3: autoDraw = True
194.4272 	EXP 	Gray_Square3: autoDraw = False
194.4272 	EXP 	text_3: autoDraw = False
194.4272 	EXP 	Gray_Square3: autoDraw = False
194.4272 	EXP 	text_3: autoDraw = False
194.4272 	EXP 	T1_text: text = 'X'
194.4272 	EXP 	T2_text: text = '2'
194.4272 	EXP 	Gray_Square: autoDraw = True
194.4272 	EXP 	T1_text: autoDraw = True
194.5270 	EXP 	T1_text: autoDraw = False
194.5445 	EXP 	T1_Delay: autoDraw = True
195.3303 	EXP 	T1_Delay: autoDraw = False
195.3303 	EXP 	T2_text: autoDraw = True
195.8318 	DATA 	Keypress: slash
195.8350 	EXP 	New trial (rep=50, index=0): None
195.8673 	EXP 	Gray_Square: autoDraw = False
195.8673 	EXP 	T1_text: autoDraw = False
195.8673 	EXP 	T1_Delay: autoDraw = False
195.8673 	EXP 	T2_text: autoDraw = False
195.8673 	EXP 	Gray_Square2: autoDraw = False
195.8673 	EXP 	X_or_Y: autoDraw = False
195.8673 	EXP 	Gray_Square3: autoDraw = True
195.8673 	EXP 	text_3: autoDraw = True
196.9674 	EXP 	Gray_Square3: autoDraw = False
196.9674 	EXP 	text_3: autoDraw = False
196.9674 	EXP 	Gray_Square3: autoDraw = False
196.9674 	EXP 	text_3: autoDraw = False
196.9674 	EXP 	T1_text: text = 'Y'
196.9674 	EXP 	T2_text: text = '2'
196.9674 	EXP 	Gray_Square: autoDraw = True
196.9674 	EXP 	T1_text: autoDraw = True
197.0681 	EXP 	T1_text: autoDraw = False
197.0843 	EXP 	T1_Delay: autoDraw = True
197.8889 	EXP 	T1_Delay: autoDraw = False
197.8889 	EXP 	T2_text: autoDraw = True
198.3723 	DATA 	Keypress: slash
198.3780 	EXP 	New trial (rep=51, index=0): None
198.4055 	EXP 	Gray_Square: autoDraw = False
198.4055 	EXP 	T1_text: autoDraw = False
198.4055 	EXP 	T1_Delay: autoDraw = False
198.4055 	EXP 	T2_text: autoDraw = False
198.4055 	EXP 	Gray_Square2: autoDraw = False
198.4055 	EXP 	X_or_Y: autoDraw = False
198.4055 	EXP 	Gray_Square3: autoDraw = True
198.4055 	EXP 	text_3: autoDraw = True
199.6770 	EXP 	Gray_Square3: autoDraw = False
199.6770 	EXP 	text_3: autoDraw = False
199.6770 	EXP 	Gray_Square3: autoDraw = False
199.6770 	EXP 	text_3: autoDraw = False
199.6770 	EXP 	T1_text: text = 'Y'
199.6770 	EXP 	T2_text: text = '2'
199.6770 	EXP 	Gray_Square: autoDraw = True
199.6770 	EXP 	T1_text: autoDraw = True
199.7772 	EXP 	T1_text: autoDraw = False
199.8107 	EXP 	T1_Delay: autoDraw = True
200.5796 	EXP 	T1_Delay: autoDraw = False
200.5796 	EXP 	T2_text: autoDraw = True
201.0144 	DATA 	Keypress: slash
201.0200 	EXP 	New trial (rep=52, index=0): None
201.0471 	EXP 	Gray_Square: autoDraw = False
201.0471 	EXP 	T1_text: autoDraw = False
201.0471 	EXP 	T1_Delay: autoDraw = False
201.0471 	EXP 	T2_text: autoDraw = False
201.0471 	EXP 	Gray_Square2: autoDraw = False
201.0471 	EXP 	X_or_Y: autoDraw = False
201.0471 	EXP 	Gray_Square3: autoDraw = True
201.0471 	EXP 	text_3: autoDraw = True
203.0193 	EXP 	Gray_Square3: autoDraw = False
203.0193 	EXP 	text_3: autoDraw = False
203.0193 	EXP 	Gray_Square3: autoDraw = False
203.0193 	EXP 	text_3: autoDraw = False
203.0193 	EXP 	T1_text: text = 'Y'
203.0193 	EXP 	T2_text: text = '1'
203.0193 	EXP 	Gray_Square: autoDraw = True
203.0193 	EXP 	T1_text: autoDraw = True
203.1196 	EXP 	T1_text: autoDraw = False
203.1530 	EXP 	T1_Delay: autoDraw = True
203.9056 	EXP 	T1_Delay: autoDraw = False
203.9056 	EXP 	T2_text: autoDraw = True
204.3739 	DATA 	Keypress: z
204.3796 	EXP 	New trial (rep=53, index=0): None
204.3897 	EXP 	Gray_Square: autoDraw = False
204.3897 	EXP 	T1_text: autoDraw = False
204.3897 	EXP 	T1_Delay: autoDraw = False
204.3897 	EXP 	T2_text: autoDraw = False
204.3897 	EXP 	Gray_Square2: autoDraw = False
204.3897 	EXP 	X_or_Y: autoDraw = False
204.3897 	EXP 	Gray_Square3: autoDraw = True
204.3897 	EXP 	text_3: autoDraw = True
205.9951 	EXP 	Gray_Square3: autoDraw = False
205.9951 	EXP 	text_3: autoDraw = False
205.9951 	EXP 	Gray_Square3: autoDraw = False
205.9951 	EXP 	text_3: autoDraw = False
205.9951 	EXP 	T1_text: text = 'Y'
205.9951 	EXP 	T2_text: text = '1'
205.9951 	EXP 	Gray_Square: autoDraw = True
205.9951 	EXP 	T1_text: autoDraw = True
206.0948 	EXP 	T1_text: autoDraw = False
206.1121 	EXP 	T1_Delay: autoDraw = True
206.8972 	EXP 	T1_Delay: autoDraw = False
206.8972 	EXP 	T2_text: autoDraw = True
207.3488 	DATA 	Keypress: z
207.3544 	EXP 	New trial (rep=54, index=0): None
207.3660 	EXP 	Gray_Square: autoDraw = False
207.3660 	EXP 	T1_text: autoDraw = False
207.3660 	EXP 	T1_Delay: autoDraw = False
207.3660 	EXP 	T2_text: autoDraw = False
207.3660 	EXP 	Gray_Square2: autoDraw = False
207.3660 	EXP 	X_or_Y: autoDraw = False
207.3660 	EXP 	Gray_Square3: autoDraw = True
207.3660 	EXP 	text_3: autoDraw = True
208.5187 	EXP 	Gray_Square3: autoDraw = False
208.5187 	EXP 	text_3: autoDraw = False
208.5187 	EXP 	Gray_Square3: autoDraw = False
208.5187 	EXP 	text_3: autoDraw = False
208.5187 	EXP 	T1_text: text = 'X'
208.5187 	EXP 	T2_text: text = '2'
208.5187 	EXP 	Gray_Square: autoDraw = True
208.5187 	EXP 	T1_text: autoDraw = True
208.6022 	EXP 	T1_text: autoDraw = False
208.6189 	EXP 	T1_Delay: autoDraw = True
209.4046 	EXP 	T1_Delay: autoDraw = False
209.4046 	EXP 	T2_text: autoDraw = True
209.8730 	DATA 	Keypress: slash
209.8786 	EXP 	New trial (rep=55, index=0): None
209.8901 	EXP 	Gray_Square: autoDraw = False
209.8901 	EXP 	T1_text: autoDraw = False
209.8901 	EXP 	T1_Delay: autoDraw = False
209.8901 	EXP 	T2_text: autoDraw = False
209.8901 	EXP 	Gray_Square2: autoDraw = False
209.8901 	EXP 	X_or_Y: autoDraw = False
209.8901 	EXP 	Gray_Square3: autoDraw = True
209.8901 	EXP 	text_3: autoDraw = True
210.9759 	EXP 	Gray_Square3: autoDraw = False
210.9759 	EXP 	text_3: autoDraw = False
210.9759 	EXP 	Gray_Square3: autoDraw = False
210.9759 	EXP 	text_3: autoDraw = False
210.9759 	EXP 	T1_text: text = 'X'
210.9759 	EXP 	T2_text: text = '2'
210.9759 	EXP 	Gray_Square: autoDraw = True
210.9759 	EXP 	T1_text: autoDraw = True
211.0763 	EXP 	T1_text: autoDraw = False
211.0763 	EXP 	T1_Delay: autoDraw = True
211.8787 	EXP 	T1_Delay: autoDraw = False
211.8787 	EXP 	T2_text: autoDraw = True
212.2810 	DATA 	Keypress: slash
212.2867 	EXP 	New trial (rep=56, index=0): None
212.2966 	EXP 	Gray_Square: autoDraw = False
212.2966 	EXP 	T1_text: autoDraw = False
212.2966 	EXP 	T1_Delay: autoDraw = False
212.2966 	EXP 	T2_text: autoDraw = False
212.2966 	EXP 	Gray_Square2: autoDraw = False
212.2966 	EXP 	X_or_Y: autoDraw = False
212.2966 	EXP 	Gray_Square3: autoDraw = True
212.2966 	EXP 	text_3: autoDraw = True
213.6517 	EXP 	Gray_Square3: autoDraw = False
213.6517 	EXP 	text_3: autoDraw = False
213.6517 	EXP 	Gray_Square3: autoDraw = False
213.6517 	EXP 	text_3: autoDraw = False
213.6517 	EXP 	T1_text: text = 'Y'
213.6517 	EXP 	T2_text: text = '1'
213.6517 	EXP 	Gray_Square: autoDraw = True
213.6517 	EXP 	T1_text: autoDraw = True
213.7342 	EXP 	T1_text: autoDraw = False
213.7514 	EXP 	T1_Delay: autoDraw = True
214.5365 	EXP 	T1_Delay: autoDraw = False
214.5365 	EXP 	T2_text: autoDraw = True
215.0233 	DATA 	Keypress: z
215.0436 	EXP 	New trial (rep=57, index=0): None
215.0553 	EXP 	Gray_Square: autoDraw = False
215.0553 	EXP 	T1_text: autoDraw = False
215.0553 	EXP 	T1_Delay: autoDraw = False
215.0553 	EXP 	T2_text: autoDraw = False
215.0553 	EXP 	Gray_Square2: autoDraw = False
215.0553 	EXP 	X_or_Y: autoDraw = False
215.0553 	EXP 	Gray_Square3: autoDraw = True
215.0553 	EXP 	text_3: autoDraw = True
216.4930 	EXP 	Gray_Square3: autoDraw = False
216.4930 	EXP 	text_3: autoDraw = False
216.4930 	EXP 	Gray_Square3: autoDraw = False
216.4930 	EXP 	text_3: autoDraw = False
216.4930 	EXP 	T1_text: text = '#'
216.4930 	EXP 	T2_text: text = '1'
216.4930 	EXP 	Gray_Square: autoDraw = True
216.4930 	EXP 	T1_text: autoDraw = True
216.5927 	EXP 	T1_text: autoDraw = False
216.6099 	EXP 	T1_Delay: autoDraw = True
217.3958 	EXP 	T1_Delay: autoDraw = False
217.3958 	EXP 	T2_text: autoDraw = True
217.8467 	DATA 	Keypress: z
217.8523 	EXP 	New trial (rep=58, index=0): None
217.8641 	EXP 	Gray_Square: autoDraw = False
217.8641 	EXP 	T1_text: autoDraw = False
217.8641 	EXP 	T1_Delay: autoDraw = False
217.8641 	EXP 	T2_text: autoDraw = False
217.8641 	EXP 	Gray_Square2: autoDraw = False
217.8641 	EXP 	X_or_Y: autoDraw = False
217.8641 	EXP 	Gray_Square3: autoDraw = True
217.8641 	EXP 	text_3: autoDraw = True
219.1010 	EXP 	Gray_Square3: autoDraw = False
219.1010 	EXP 	text_3: autoDraw = False
219.1010 	EXP 	Gray_Square3: autoDraw = False
219.1010 	EXP 	text_3: autoDraw = False
219.1010 	EXP 	T1_text: text = 'Y'
219.1010 	EXP 	T2_text: text = '2'
219.1010 	EXP 	Gray_Square: autoDraw = True
219.1010 	EXP 	T1_text: autoDraw = True
219.1837 	EXP 	T1_text: autoDraw = False
219.2005 	EXP 	T1_Delay: autoDraw = True
219.9868 	EXP 	T1_Delay: autoDraw = False
219.9868 	EXP 	T2_text: autoDraw = True
220.4545 	DATA 	Keypress: slash
220.4601 	EXP 	New trial (rep=59, index=0): None
220.4714 	EXP 	Gray_Square: autoDraw = False
220.4714 	EXP 	T1_text: autoDraw = False
220.4714 	EXP 	T1_Delay: autoDraw = False
220.4714 	EXP 	T2_text: autoDraw = False
220.4714 	EXP 	Gray_Square2: autoDraw = False
220.4714 	EXP 	X_or_Y: autoDraw = False
220.4714 	EXP 	Gray_Square3: autoDraw = True
220.4714 	EXP 	text_3: autoDraw = True
221.7915 	EXP 	Gray_Square3: autoDraw = False
221.7915 	EXP 	text_3: autoDraw = False
221.7915 	EXP 	Gray_Square3: autoDraw = False
221.7915 	EXP 	text_3: autoDraw = False
221.7915 	EXP 	T1_text: text = 'Y'
221.7915 	EXP 	T2_text: text = '1'
221.7915 	EXP 	Gray_Square: autoDraw = True
221.7915 	EXP 	T1_text: autoDraw = True
221.8918 	EXP 	T1_text: autoDraw = False
221.9092 	EXP 	T1_Delay: autoDraw = True
222.6941 	EXP 	T1_Delay: autoDraw = False
222.6941 	EXP 	T2_text: autoDraw = True
223.2959 	DATA 	Keypress: z
223.3015 	EXP 	New trial (rep=60, index=0): None
223.3128 	EXP 	Gray_Square: autoDraw = False
223.3128 	EXP 	T1_text: autoDraw = False
223.3128 	EXP 	T1_Delay: autoDraw = False
223.3128 	EXP 	T2_text: autoDraw = False
223.3128 	EXP 	Gray_Square2: autoDraw = False
223.3128 	EXP 	X_or_Y: autoDraw = False
223.3128 	EXP 	Gray_Square3: autoDraw = True
223.3128 	EXP 	text_3: autoDraw = True
224.5998 	EXP 	Gray_Square3: autoDraw = False
224.5998 	EXP 	text_3: autoDraw = False
224.5998 	EXP 	Gray_Square3: autoDraw = False
224.5998 	EXP 	text_3: autoDraw = False
224.5998 	EXP 	T1_text: text = '#'
224.5998 	EXP 	T2_text: text = '1'
224.5998 	EXP 	Gray_Square: autoDraw = True
224.5998 	EXP 	T1_text: autoDraw = True
224.7001 	EXP 	T1_text: autoDraw = False
224.7176 	EXP 	T1_Delay: autoDraw = True
225.5032 	EXP 	T1_Delay: autoDraw = False
225.5032 	EXP 	T2_text: autoDraw = True
225.9876 	DATA 	Keypress: z
225.9932 	EXP 	New trial (rep=61, index=0): None
226.0050 	EXP 	Gray_Square: autoDraw = False
226.0050 	EXP 	T1_text: autoDraw = False
226.0050 	EXP 	T1_Delay: autoDraw = False
226.0050 	EXP 	T2_text: autoDraw = False
226.0050 	EXP 	Gray_Square2: autoDraw = False
226.0050 	EXP 	X_or_Y: autoDraw = False
226.0050 	EXP 	Gray_Square3: autoDraw = True
226.0050 	EXP 	text_3: autoDraw = True
227.0248 	EXP 	Gray_Square3: autoDraw = False
227.0248 	EXP 	text_3: autoDraw = False
227.0248 	EXP 	Gray_Square3: autoDraw = False
227.0248 	EXP 	text_3: autoDraw = False
227.0248 	EXP 	T1_text: text = 'X'
227.0248 	EXP 	T2_text: text = '1'
227.0248 	EXP 	Gray_Square: autoDraw = True
227.0248 	EXP 	T1_text: autoDraw = True
227.1240 	EXP 	T1_text: autoDraw = False
227.1412 	EXP 	T1_Delay: autoDraw = True
227.9269 	EXP 	T1_Delay: autoDraw = False
227.9269 	EXP 	T2_text: autoDraw = True
228.3276 	DATA 	Keypress: z
228.3333 	EXP 	New trial (rep=62, index=0): None
228.3440 	EXP 	Gray_Square: autoDraw = False
228.3440 	EXP 	T1_text: autoDraw = False
228.3440 	EXP 	T1_Delay: autoDraw = False
228.3440 	EXP 	T2_text: autoDraw = False
228.3440 	EXP 	Gray_Square2: autoDraw = False
228.3440 	EXP 	X_or_Y: autoDraw = False
228.3440 	EXP 	Gray_Square3: autoDraw = True
228.3440 	EXP 	text_3: autoDraw = True
230.1342 	EXP 	Gray_Square3: autoDraw = False
230.1342 	EXP 	text_3: autoDraw = False
230.1342 	EXP 	Gray_Square3: autoDraw = False
230.1342 	EXP 	text_3: autoDraw = False
230.1342 	EXP 	T1_text: text = '#'
230.1342 	EXP 	T2_text: text = '1'
230.1342 	EXP 	Gray_Square: autoDraw = True
230.1342 	EXP 	T1_text: autoDraw = True
230.2333 	EXP 	T1_text: autoDraw = False
230.2507 	EXP 	T1_Delay: autoDraw = True
231.0367 	EXP 	T1_Delay: autoDraw = False
231.0367 	EXP 	T2_text: autoDraw = True
231.4706 	DATA 	Keypress: z
231.4762 	EXP 	New trial (rep=63, index=0): None
231.4876 	EXP 	Gray_Square: autoDraw = False
231.4876 	EXP 	T1_text: autoDraw = False
231.4876 	EXP 	T1_Delay: autoDraw = False
231.4876 	EXP 	T2_text: autoDraw = False
231.4876 	EXP 	Gray_Square2: autoDraw = False
231.4876 	EXP 	X_or_Y: autoDraw = False
231.4876 	EXP 	Gray_Square3: autoDraw = True
231.4876 	EXP 	text_3: autoDraw = True
232.7918 	EXP 	Gray_Square3: autoDraw = False
232.7918 	EXP 	text_3: autoDraw = False
232.7918 	EXP 	Gray_Square3: autoDraw = False
232.7918 	EXP 	text_3: autoDraw = False
232.7918 	EXP 	T1_text: text = '#'
232.7918 	EXP 	T2_text: text = '1'
232.7918 	EXP 	Gray_Square: autoDraw = True
232.7918 	EXP 	T1_text: autoDraw = True
232.8912 	EXP 	T1_text: autoDraw = False
232.9085 	EXP 	T1_Delay: autoDraw = True
233.6941 	EXP 	T1_Delay: autoDraw = False
233.6941 	EXP 	T2_text: autoDraw = True
234.2294 	DATA 	Keypress: z
234.2350 	EXP 	New trial (rep=64, index=0): None
234.2452 	EXP 	Gray_Square: autoDraw = False
234.2452 	EXP 	T1_text: autoDraw = False
234.2452 	EXP 	T1_Delay: autoDraw = False
234.2452 	EXP 	T2_text: autoDraw = False
234.2452 	EXP 	Gray_Square2: autoDraw = False
234.2452 	EXP 	X_or_Y: autoDraw = False
234.2452 	EXP 	Gray_Square3: autoDraw = True
234.2452 	EXP 	text_3: autoDraw = True
235.6672 	EXP 	Gray_Square3: autoDraw = False
235.6672 	EXP 	text_3: autoDraw = False
235.6672 	EXP 	Gray_Square3: autoDraw = False
235.6672 	EXP 	text_3: autoDraw = False
235.6672 	EXP 	T1_text: text = 'Y'
235.6672 	EXP 	T2_text: text = '2'
235.6672 	EXP 	Gray_Square: autoDraw = True
235.6672 	EXP 	T1_text: autoDraw = True
235.7497 	EXP 	T1_text: autoDraw = False
235.7669 	EXP 	T1_Delay: autoDraw = True
236.5526 	EXP 	T1_Delay: autoDraw = False
236.5526 	EXP 	T2_text: autoDraw = True
237.1212 	DATA 	Keypress: slash
237.1240 	EXP 	New trial (rep=65, index=0): None
237.1371 	EXP 	Gray_Square: autoDraw = False
237.1371 	EXP 	T1_text: autoDraw = False
237.1371 	EXP 	T1_Delay: autoDraw = False
237.1371 	EXP 	T2_text: autoDraw = False
237.1371 	EXP 	Gray_Square2: autoDraw = False
237.1371 	EXP 	X_or_Y: autoDraw = False
237.1371 	EXP 	Gray_Square3: autoDraw = True
237.1371 	EXP 	text_3: autoDraw = True
238.7926 	EXP 	Gray_Square3: autoDraw = False
238.7926 	EXP 	text_3: autoDraw = False
238.7926 	EXP 	Gray_Square3: autoDraw = False
238.7926 	EXP 	text_3: autoDraw = False
238.7926 	EXP 	T1_text: text = 'X'
238.7926 	EXP 	T2_text: text = '2'
238.7926 	EXP 	Gray_Square: autoDraw = True
238.7926 	EXP 	T1_text: autoDraw = True
238.8757 	EXP 	T1_text: autoDraw = False
238.8930 	EXP 	T1_Delay: autoDraw = True
239.6781 	EXP 	T1_Delay: autoDraw = False
239.6781 	EXP 	T2_text: autoDraw = True
240.1464 	DATA 	Keypress: slash
240.1521 	EXP 	New trial (rep=66, index=0): None
240.1635 	EXP 	Gray_Square: autoDraw = False
240.1635 	EXP 	T1_text: autoDraw = False
240.1635 	EXP 	T1_Delay: autoDraw = False
240.1635 	EXP 	T2_text: autoDraw = False
240.1635 	EXP 	Gray_Square2: autoDraw = False
240.1635 	EXP 	X_or_Y: autoDraw = False
240.1635 	EXP 	Gray_Square3: autoDraw = True
240.1635 	EXP 	text_3: autoDraw = True
241.3507 	EXP 	Gray_Square3: autoDraw = False
241.3507 	EXP 	text_3: autoDraw = False
241.3507 	EXP 	Gray_Square3: autoDraw = False
241.3507 	EXP 	text_3: autoDraw = False
241.3507 	EXP 	T1_text: text = 'Y'
241.3507 	EXP 	T2_text: text = '1'
241.3507 	EXP 	Gray_Square: autoDraw = True
241.3507 	EXP 	T1_text: autoDraw = True
241.4333 	EXP 	T1_text: autoDraw = False
241.4508 	EXP 	T1_Delay: autoDraw = True
242.2362 	EXP 	T1_Delay: autoDraw = False
242.2362 	EXP 	T2_text: autoDraw = True
242.7049 	DATA 	Keypress: z
242.7105 	EXP 	New trial (rep=67, index=0): None
242.7204 	EXP 	Gray_Square: autoDraw = False
242.7204 	EXP 	T1_text: autoDraw = False
242.7204 	EXP 	T1_Delay: autoDraw = False
242.7204 	EXP 	T2_text: autoDraw = False
242.7204 	EXP 	Gray_Square2: autoDraw = False
242.7204 	EXP 	X_or_Y: autoDraw = False
242.7204 	EXP 	Gray_Square3: autoDraw = True
242.7204 	EXP 	text_3: autoDraw = True
244.5426 	EXP 	Gray_Square3: autoDraw = False
244.5426 	EXP 	text_3: autoDraw = False
