Task_Instructions,Block_type,Trial_example,TrialNumber,Block.thisRepN,Block.thisTrialN,Block.thisN,Block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,T1,T2,T2_Resp.keys,T2_Resp.corr,T2_Resp.rt,T1_Resp.keys,T1_Resp.corr,T1_Resp.rt,Task_Ender.keys,Task_Ender.rt,date,frameRate,expName,session,participant,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,48,0,48,0,Y,2,slash,0,1.62089011937,bracketright,1,0.97026271215,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,49,0,49,0,X,1,z,0,0.952561642565,bracketleft,1,0.250212036794,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,50,0,50,0,Y,1,z,0,0.819531031268,bracketright,1,0.233901830043,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,51,0,51,0,Y,1,z,0,0.736211861087,bracketright,1,0.267776811674,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,52,0,52,0,X,2,z,0,1.0874560429,bracketleft,1,1.02014452165,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,53,0,53,0,Y,1,slash,0,1.15262584886,bracketleft,0,0.317732105368,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,54,0,54,0,X,1,slash,0,0.9365486568,bracketleft,1,0.55182195642,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,55,0,55,0,#,1,slash,0,0.986649687302,None,1,,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,56,0,56,0,#,2,slash,0,0.953395010793,None,1,,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,57,0,57,0,#,2,slash,0,0.786376523156,None,1,,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,58,0,58,0,X,1,z,0,1.2703512216,bracketleft,1,1.12043854053,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,59,0,59,0,#,2,slash,0,4.61427489985,None,1,,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,60,0,60,0,#,2,slash,0,0.55260934571,None,1,,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,61,0,61,0,Y,2,slash,0,0.936154141102,bracketright,1,0.852944991948,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,62,0,62,0,X,2,slash,0,1.80480791889,bracketleft,1,0.584836885617,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,63,0,63,0,X,1,slash,0,0.787056354577,bracketleft,1,0.418317597863,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,64,0,64,0,X,2,slash,0,0.986695666239,bracketleft,1,0.635147284493,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,65,0,65,0,X,1,z,0,0.769789621734,bracketleft,1,0.468411649421,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,66,0,66,0,#,2,slash,0,0.903150706639,None,1,,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,67,0,67,0,#,1,z,0,0.969937575384,None,1,,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,68,0,68,0,X,2,bracketleft,0,0.802830824607,bracketleft,1,1.30429352953,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,69,0,69,0,Y,2,slash,0,0.852047581631,bracketright,1,0.500865799801,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,70,0,70,0,#,1,z,0,1.18619909372,None,1,,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,71,0,71,0,Y,1,z,0,0.902319801569,bracketright,1,0.250657457744,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,72,0,72,0,X,1,z,0,0.752322141569,bracketleft,1,0.234708514068,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,73,0,73,0,Y,1,z,0,1.27036148476,bracketright,1,0.300764646139,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,74,0,74,0,X,1,z,0,0.768640558841,bracketleft,1,0.300838951385,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,75,0,75,0,Y,2,slash,0,1.12070784573,bracketleft,0,0.851981486909,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,76,0,76,0,Y,1,z,0,1.11967865649,bracketleft,0,0.635096379241,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,77,0,77,0,#,1,z,0,1.00341722026,None,1,,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,78,0,78,0,Y,2,slash,0,1.68883385101,bracketleft,0,0.317369200189,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,79,0,79,0,Y,2,slash,0,1.90688485314,bracketright,1,0.602197628965,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
"In the upcoming task, you will be presented with a series of numbers and letters. This time however, you will be asked to respond to both. Please place your left index finger on the letter "Z" and your right index finger on the "/" symbol on the same keyboard row.  Then, place your right middle and ring finger on the [ and ] keys respectively. Press "Z" to view an example of how the trials in this stage of the experiment will proceed.",Remember_T1,example2.jpg,80,0,1,1,1,,,,,,,,,,,,,,,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
,,,,,,,,,,,,,,,,,,,,return,11.667532877,2018_Oct_02_1431,59.8206777998,T1_T2_800ms,001,006,
